id,givenname,surname,dob,phone number,income
4763,erin,droigas,24-12-1903,02 3755 6558,157580.995
4775,leah,gowers,13-11-1919,08 4699 2826,179338.982
4779,alexantra,ranson,,03 7568 w316,82146.030
478,evan,coleman,13-04-1960,07 8342 0974,90500.041
4782,lo5en,wite,06-04-1923,02 5618 5627,
479,jorsyn,konistsi,22-92-1952,03 4712 1489,168890.926
4791,rya17,leane,28-02-1965,03 8249 8847,42938.813
4792,hamish,selth,26-10-1919,08 3181 6216,79885.936
4794,erqn,hearn,09-09-1983,07 0100 0200,68053.294
4796,callum,ryan,30-01-1935,03 8472 9882,164271.663
4798,logan,hubczenko,02-04-2001,07 0442 7208,383846.172
4801,kal1i,mazon,16-09-1980,03 8155 7108,82015.312
4804,joshua,green,24-02-1989,07 9650 0864,117481.176
4809,ruby,dikic,11-05-1929,07 3142 2555,798738.879
4813,lachlan,gasparin,14-07-1958,03 9895 7303,48439.506
4819,bradley,garipou,06-12-1923,03 0257 7951,90553.005
4820,tayla,de angelis,17-01-1913,08 3864 7818,18492.316
4825,madel:ne,creci,25-08-1938,07 6451 1935,38151.248
4828,nicole,white,09-11-1956,03 6164 9557,100791.622
4831,alyssa,kallis,22-01-1980,03 3170 7155,48696.080
4837,jantbo17v,grost5er,15-03-2944,02 9966 5471,134998.013
4838,ej5sica,qasyt,22-11-1914,03 0358 0335,619r6.531
4841,epta,kolanc,04-10-1927,04 8513 7270,125221.375
4842,laklynn,georgiadis,28-07-1973,07 1975 9264,852993.416
4844,ky|r,rivers,05-92-29q7,03 6715 5825,122583.917
4845,gianni,carlmark,27-09-1977,03 7496 3305,77432.155
4851,flynn,la roche,23-02-1901,07 9476 9109,187592.169
4855,lachlan,webb,22-12-2000,04 5773 2885,68875.538
4856,lucas,fitzpatrick,03-03-1930,08 4730 5151,448108.405
4860,grace,nachazel,09-06-1910,07 7371 8747,57044.672
4870,aikaterina,matson,22-06-1964,04 2357 7417,87829.553
4872,annabelle,emberton,16-04-1907,04 0573 5601,24355.395
4874,elz,tognella,30-06-1973,04 0389 6223,1152117.229
4877,michael,beattie,08-06-1959,08 6940 5283,118893.610
488,claire,dragh,21-11-1924,03 2026 5298,78862.156
4880,victoria,vick,16-07-1920,03 8681 0490,169259.848
489,chelsie,klemm,20-08-1989,02 6022 0831,61745.397
4890,giianni,southgate,30-09-291t,03 9340 1794,60574.459
4896,harry,mason,04-05-2007,03 4531 8367,107010.348
4898,ewan,mccarthy,25-08-1909,03 7377 2478,135948.368
490,megan,dolan,27-10-1909,07 5862 7010,68442.425
4900,tyron,malloch,19-11-1989,08 2856 0943,89575.850
4903,khelsea,dafen,18-08-1968,07 9479 3377,162853.190
4905,madi5on,klemm,29-02-1998,03 0913 4730,109982.300
4906,jake,ckerkfliet,02-03-1095,02 6892 2945,
4908,daniel,coulson,14-12-2009,03 1962 5333,152934.881
4909,keely,morrison,29-03-2908,04 7284 0885,113141.470
4910,maxin,goldsworthy,25-10-1054,08 7175 3193,114817.321
4914,ruby,br'ltten,01-01-1971,03 7337 6523,59544.220
4916,connoe,westbrook,18-19-1901,08 0011 9170,82851.074
4920,benjamin,menzies,09-01-1990,04 4254 1851,124711.696
4930,ruby,armiento,12-11-1968,07 1118 5738,89099.838
4940,lachlan,fitzpatrick,26-04-1972,03 8617 6881,42758.305
4944,prudence,reid,11-07-1927,04 0017 4859,195677.833
4945,cooper,erse,15-06-1905,,150152.576
4949,lachlan,hyland,09-05-1949,02 7824 5965,45735.864
495,sachin,varcoe,30-07-1972,02 6745 7413,79604.033
4950,eliza,parr,06-04-1921,04 1525 2602,155179.877
4952,thomas,mccarthy,14-10-1955,04 4827 8017,24594.216
4954,kadin,ryan,29-08-2001,04 2858 6633,63474.981
4956,deakvn,brandstetter,28-07-1937,02 6043 1067,
4958,vendula,ryan,23-08-1982,07 3444 5432,1537698.893
4962,emiily,jolly,17-09-1934,08 0119 4863,56827.143
4964,stehpariie,coloier,30-08-1982,,193915.338
4965,trey,herehrt,20-01-1960,04 0013 1122,91876.836
4967,shandril,kayser,09-03-1962,07 5665 8254,155684.647
4969,tori,webb,26-09-1958,04 7191 3708,70402.458
4971,breony,giannikouris,15-07-1979,03 1255 9525,43807.515
4976,megan,manskey,07-02-1965,08 7152 5149,190177.409
4981,noah,burkevics,02-04-1972,02 2476 2296,35131.498
4982,vanessa,ho,13-06-1962,04 9583 8023,117606.128
4986,liam,green,14-03-1901,04 3676 7028,85922.526
4993,nellue,hoffmna,05-10-1992,02 7242 2144,387328.063
4994,bradley,moody,13-07-1983,04 5337 3104,1320021.843
4996,antrew,feahner,30-09-1923,04 4814 9392,669122.029
5000,courtjey,mkregor,13-11-1911,03 5189 6901,10471w.446
5001,deakin,crouch,28-11-2001,04 6370 0597,56097.273
5004,jac1<,derek,07-12-1958,,352751.400
5007,jack,carbone,12-07-1951,07 5058 4642,414588.128
5021,jona,ried,30-07-2009,07 3189 2469,162960.242
503,bailey,krizhnan,,02 7637 2343,64129.988
5034,allegra,edgecombd,19-06-1981,08 2263 6193,
5037,emiily,wilde,08-01-1999,02 2240 0698,56789.612
504,maddison,zarrinkalam,04-12-1925,03 3315 4074,1614514.378
5041,coby,webb,02-04-1955,04 5570 4773,66556.080
5042,benjamin,alderson,12-10-1944,03 2083 5092,45177.814
5051,joel,noble,27-08-1937,02 3450 4580,1528449.192
5053,ruby,lowe,,02 1476 7912,
5056,angus,shepherd,04-07-1902,08 7776 0482,77908.816
5058,tylah,nguyen,06-08-1961,04 8322 4085,49698.648
5060,jake,au,22-08-1926,03 7792 8528,53059.850
5065,alexander,jessup,11-04-1918,02 6092 8522,166415.101
5066,laura,hallock,13-06-1900,08 4072 2123,55652.842
5070,noab,daloas,,04 0330 3167,76053.280
5075,dotn,bierenboim,20-08-1844,,121712.555
5077,lydya,newbown,19-03-1939,07 2685 85p4,77657.284
5078,mathvlte,stanbruy,17-07-1927,03 9052 3q93,147581.082
5079,nell,kerley,14-10-1955,08 5260 1755,143775.390
5080,jack,satterley,16-11-1938,08 3813 6530,1502211.625
5086,jad,snekl,21-03-1978,03 3274 8372,81191.584
5090,kailey,clarke,21-01-1982,07 7207 2709,153320.688
5093,alchlan,sutbbs,,04 4602 1216,137222.231
5105,amalix,reimer5,24-08-1941,04 0785 5439,134548.360
5107,alex,clarcl<,,07 1112 8123,229741.833
5109,joseph,mcgregor,01-10-1959,03 9229 7058,60937.929
5117,emiily,tsouris,08-04-1075,04 1181 2960,
5118,daniel,henderson-wilson,24-07-1900,04 1282 7956,183435.612
5119,ject,miles,28-01-1929,03 5499 3413,55249.342
5120,sian,evison,11-03-1905,03 1648 7904,116074.440
5121,teresa,swiggs,22-04-1942,08 8886 7276,72306.384
5122,liq,seocnb,28-01-2927,08 2051 8807,126602.247
5125,pau1,carmddy,19-12-2905,08 0780 7397,70483.023
5126,tornmy,campbell,25-09-1988,03 1568 5621,80981.368
5127,henru,rivers,28-05-1984,04 7866 4429,120674.142
5128,reuben,rushby,21-09-1973,07 1305 1563,97169.051
513,melissa,bridten,21-10-1002,07 0671 7067,158825.072
5130,holly,lorigo,31-01-1979,03 4053 5735,36027.328
5131,atam,berry,15-o0-3001,07 8888 8870,173615.488
5138,thomast,beran,21-03-1953,,156062.673
5139,summer,blake,31-01-1i17,07 8624 7050,143836.503
5141,iasjah,kota1,11-11-1046,03 3845 0503,127062.531
5142,olivia,zoanetti,15-05-1992,08 5482 3342,74565.253
5143,sarsha,gasparin,20-02-1934,08 5450 1027,69347.699
5144,liana,hilzher,,07 7708 2471,64127.900
5145,abigail,milburn,27-10-1972,02 1122 3721,134852.092
5147,reegan,boyes,30-09-1932,07 6043 6179,112434.410
5150,lyam,byam,02-05-1938,,1494986.042
5161,pailey,jtsucle,09-08-1984,03 5803 9764,41977.979
5168,jalfr,lipinsl<i,01-09-1975,08 3069 2950,67045.441
517,rachel,clarke,02-06-1988,02 3448 1861,128701.389
5171,alia,honeychuech,23-10-2923,07 5552 2238,153377.722
5173,taylor,dixon,17-07-1902,03 8183 8664,133696.378
5174,hsso,painder,05-12-2003,04 8900 7192,191526.457
5175,hari,kluske,14-01-1953,03 0445 2156,86566.259
5179,madison,wiseman,23-01-1963,08 4704 4652,178803.144
5180,chelsea,bullock,01-09-1954,03 6732 8195,56545.303
5184,sophie,matthews,14-12-1996,02 2420 8810,131730.715
5187,brooke,riddell,18-09-1944,04 2169 2091,166279.912
519,fergjs,plattrel,26-05-1992,02 6893 5778,145360.848
5190,emuily,ewstbrmook,14-03-1904,08 1578 1355,99189.599
5192,pqige,pereyra,28-08-1948,07 8780 1092,79496.864
5194,adam,hefford,24-08-1924,03 7550 3308,94381.803
5196,isabella,white,09-04-1923,08 3826 4279,72887.808
5197,archie,paine,04-02-1946,08 6206 7024,61555.975
5199,elysse,lovelock,29-07-1997,08 3675 9149,82418.328
520,bianka,brock,25-01-2951,07 4132 9047,35080.262
5200,bailee,burford,17-08-1918,02 6861 8068,68356.006
5207,jacol>,mulqyieny,28-02-1936,,242989.527
5209,samaritpa,preid,,04 9836 5332,36944.328
5210,ethaj,veszpeIer,01-06-1941,04 6065 9991,54325.302
5211,jmke,hope,05-02-1992,,40981.310
5215,prydee,hause4,28-05-1924,02 5900 1070,73927.865
5217,sophie,reid,18-02-1924,08 5360 3453,114948.771
5218,campbell,favaro,26-12-1936,02 5572 1945,62663.186
5219,oliver,laverty,19-08-1904,08 2719 6988,152218.810
5220,ck0yls,bisop,25-0t-1993,04 2822 6757,157723.128
5221,michael,nyunt,31-08-1975,02 4754 3306,182596.358
5222,jayden,ruprn,03-06-1908,03 1071 7007,128764.139
5227,connor,white,18-06-1910,07 6617 6083,67904.664
5228,jaxk,greej,26-10-1934,03 8299 6842,1742056.456
523,aikaterina,hewson,09-08-1904,02 8103 5294,51181.909
5230,cade,whitr,25-10-1978,0i 5849 2377,67495.081
5231,jye,crapp,25-04-1982,02 1207 2700,41408.322
5241,lauren,white,18-03-1910,04 4829 2752,74067.020
5243,tristan,ryan,12-01-1991,04 0216 8793,149755.907
5246,alison,macgovvan,07-09-1907,,123657.944
5251,zinni,piechockx,14-07-1979,02 8229 2949,
5254,james,noble,19-02-2009,02 2455 4279,124140.396
5257,trinity,reid,07-03-1954,07 5497 9417,50961.024
5258,lucy,berry,27-12-1930,04 4402 6670,125358.871
5260,adam,renfrey,10-04-1923,07 9795 9957,60992.125
5262,mitchell,browne,28-11-1918,07 7910 7645,92604.963
5263,william,spratt,15-01-1933,04 8942 7433,1159025.586
5264,sophie,rans0n,14-06-1981,03 3296 5379,97342.422
5268,katie,bllckwell,08-01-1849,07 0734 9530,136597.583
527,clain,aoun,19-02-1907,03 3315 5391,114186.928
5270,dylah,sporn,07-07-1953,04 1362 6678,109571.770
5272,benjamin,liddy,14-07-1920,04 0368 8581,40905.957
5275,jorclan,kupre,14-01-1928,04 7586 5366,77784.592
5277,christopher,brooker,26-01-1947,02 0445 7258,564200.964
5278,pace,boutchard,26-03-1996,08 2677 5436,67486.089
5279,kieran,timpson,18-04-1944,03 9313 2091,153458.830
5281,daniel,pettingill,23-09-1945,03 9867 0913,80697.717
5285,william,hewson,26-08-2012,02 4812 1162,240063.299
5287,riley,mercorel1a,,,40957.245
5289,david,donaldson,04-10-1998,02 0096 4804,67951.507
529,amy,gtreen,05-12-1994,04 28o8 3499,101999.696
5296,nathan,ryan,13-11-1950,03 0543 4445,311529.617
530,mattbew,howie,11-07-2986,08 3920 6812,75033.204
5300,tyrone,klemm,29-05-1971,08 0130 8378,85539.375
5301,erin,byers,22-12-1971,02 3204 9240,61567.271
5305,jam'le,simmonds,,08 1581 4161,
5306,tomas,degenaarz,30-11-1931,02 6949 5121,
531,sarah,white,22-04-1962,07 3864 6379,
5310,joshua,shepherd,08-03-1931,03 9645 8196,69322.013
5312,ya17a,hislop,08-12-1931,04 9603 7454,241463.510
5314,danielle,burnell,11-02-1947,04 2778 6472,30889.895
5316,blacle,mylrj,21-q0-1970,02 4754 7047,171867.712
532,nifcholas,rnia,24-09-2983,02 7284 3177,126930.701
5321,abbey,huysse,21-09-1987,08 6712 0533,47092.618
5330,lachlan-john,campbell,23-04-1941,03 8447 5739,124813.224
5336,mitchell,plomb,05-11-1987,07 2867 6886,118595.543
5337,harrie,pa5cale,30-05-2903,04 9700 0944,52049.339
5338,bjoshua,campbeJl,03-12-19w2,07 4745 4645,36993.340
5339,nicola,blake,31-12-1961,04 2522 2445,22096.499
5343,zarah,egan,02-05-2973,04 949u 1175,
5345,vinckejt,wekman,18-06-1962,08 8835 5447,145239.410
5348,taalia,matthews,20-09-2003,03 4443 1311,111289.585
5349,ryan,bristow,,07 9559 3468,54857.450
5351,jestiska,choahlec,13-02-1989,04 2013 0171,91658.803
5352,alexandra,wasson,18-12-1943,08 1621 0754,34637.371
5356,eliza,byers,05-04-1976,03 8434 2464,127480.137
5358,kod6,thOrpe,24-01-2944,03 1928 6114,178435.106
5361,joel,forby,25-10-1985,04 3633 5780,196738.459
5366,ella,agius,28-10-1929,04 3843 2404,368699.938
5367,maya,meachan,08-10-1912,08 2362 1614,70156.266
5373,tayla,rudd,26-02-1933,08 8630 3490,72504.219
5379,chloe,mccarthy,27-02-1958,04 3662 3900,93329.040
5382,benjamin,amson,04-07-2007,08 9988 71r1,
5383,jessica,neuman,15-06-1927,08 2100 1472,123123.988
5384,marlee,ahillias,27-07-1989,02 7419 8602,18694.584
539,miramda,criton,25-05-1906,,102552.796
5396,matthew,curry,30-10-1900,02 4397 7420,87453.270
5398,kay,krisvoshev,20-12-1073,,172831.624
540,emiilv,nevjl,07-07-1954,03 5854 e823,178933.600
5401,oliver,pouliotis,10-01-1903,07 2565 1792,120360.237
5403,jade,pinto,17-06-1957,03 8410 1909,673864.467
5407,connor,clissold,11-02-1982,02 8359 1782,108531.409
541,jamie,le grand,10-03-1923,02 2069 0262,33952.451
5411,natalie,mjlter,11-03-1996,04 5933 7247,171127.214
5414,emiily,goldsworthy,05-06-1900,02 9862 1867,146372.092
5418,rhys,thorpe,09-10-1902,03 8060 1637,35289.524
5422,joade,bellchambers,17-02-1980,08 5613 w727,
5426,kovla,dixon,02-10-1936,02 2657 3664,229484.835
543,gemaley,parfilo,29-03-1935,03 1606 3982,161476.382
5431,connr,coleman,16-92-1967,08 9871 3832,134855.906
5436,nikki,spears,10-02-2097,06 9447 1767,156639.106
5439,hamish,mason,16-02-1979,02 9923 3805,199240.603
5441,nicholas,ferris,25-04-1928,07 5333 1736,115077.865
5443,william,doody,09-07-1944,03 7306 0953,166278.150
5444,lara,blackwell,01-06-1907,08 7427 9841,41019.630
545,jake,boase,03-04-1943,04 0983 4604,132991.089
5450,lily,gazzola,08-04-1920,04 9941 4144,136067.509
5452,lucy,lackner,31-11-2007,03 8154 5403,89338.551
5458,lauren,macgowan,08-01-1960,03 6533 7075,43779.493
5464,nellie,snajdar,15-06-2008,08 4441 3208,187090.030
5465,tvlan,placke,27-06-1911,07 5616 6732,48674.216
5466,joshua,thorpe,27-04-1971,08 4695 3778,19987.229
5467,hannah,campbell,30-06-1907,04 5393 8431,67686.342
5471,harry,stubbs,16-05-1901,07 5617 3857,18322.665
5477,claudia,sporn,12-12-1943,02 0705 5096,92905.712
5481,felicity,eskandari-marandi,06-06-2005,07 4801 3708,64625.605
5483,charlotte,hoffman,04-08-1938,03 5878 3525,150062.579
5484,harrison,durovic,17-02-1955,03 2899 1261,129063.626
5488,coooer,turban,09-07-1942,02 9857 6613,133940.522
549,caitki17,morrison,19-09-1973,07 8338 2425,49607.135
5492,grace,rapko,08-05-1998,02 2981 0641,79613.824
5495,max,renfrei,11-03-1926,08 0201 0688,28474.201
5496,mateoe:ne,maedow5,27-05-1980,07 6388 4121,24875.834
5501,eboni,shepherddon,02-10-1938,07 0910 5803,80389.410
5503,samuel,green,28-02-1975,02 0636 8830,88072.254
5504,jessica,miteff,30-07-1935,08 8640 4251,46383.047
5505,jak1<,dixpn,10-10-1840,08 9560 9824,63408.464
5509,jacob,mason,20-04-1913,08 3359 4760,429240.329
551,bhloe,neville,02-08-1992,03 3758 9004,48647.659
5511,abbie,deakin,18-12-1921,07 9359 8909,81516.927
5512,lochlan,lissner,21-08-2010,04 2408 4207,131711.867
5515,erin,garcia,20-02-1934,07 5086 7737,88595.556
5519,san,edgecombe,30-02-1952,07 6873 2496,411450.432
552,blake,blackwell,29-04-2006,07 0578 2905,171538.545
5522,micjhael,lipsc0mbe,14-03-1912,03 3474 0199,40801.285
5524,heath,loee,23-22-1968,08 6153 5743,149051.955
5526,adamo,smallacompe,,08 4162 9677,185655.601
5530,phillip,feeney,07-08-1925,03 0641 3289,49906.971
5534,oakleie,nguyen,24-08-1907,04 9019 5235,63175.498
5538,trinity,morrison,28-07-1954,08 9539 1183,76596.017
554,zebediah,perin,20-07-1908,07 1421 8231,
5542,jenns,mattbees,06-07-1o54,02 4132 1070,354738.591
5547,tahni,whiteway,16-02-1964,07 4556 3267,60899.672
555,liam,boyle,26-12-1952,08 0441 1494,182887.288
5550,thomas,burfrod,08-04-1999,02 3881 9666,182174.209
5553,mitchell,madigan,17-06-1957,08 0565 6369,64573.244
5554,dhonsts,ryan,,08 4369 2239,
5555,lily,nguyen,06-07-1979,03 2855 4965,59567.332
5557,amger,kilbv,27-01-1948,04 3693 4339,57576.903
5559,victoria,k|arke,11-09-2963,03 8719 4856,67294.086
5560,monqiue,peter5en,02-09-1912,04 9485 2824,73787.731
5562,adam,white,05-05-1960,02 3681 2896,456292.356
5563,jo5hia,crpvch,05-10-q965,02 8237 7141,143887.770
5566,ambwr,grainger,10-11-1986,08 5393 4467,67458.744
5567,alexandra,troisi,13-11-1931,07 2034 5917,147143.136
557,timara,apostoloff,30-12-1988,02 9623 9147,170785.376
5570,alana,formichella,09-05-1992,03 8675 2631,100655.563
5571,marley,white,31-09-1991,04 2331 2008,62699.151
5577,kalli,kerkham,24-04-1988,03 8302 3778,84349.635
5578,jack,coulson,08-01-1918,03 4158 2896,25711.420
5579,lachlan,chorley,30-06-2967,07 8605 1539,
5581,amelia,ottens,17-06-1940,07 2642 0110,43899.744
5582,joshua,bovill,28-04-1941,03 6497 5171,105122.733
5583,calohm,harrington,29-08-2006,,27889.447
5588,sienna,denholm,08-05-1918,08 0398 9439,26833.335
5594,maddis0m,melum,21-12-19r5,02 1963 9316,98312.180
5597,oliver,van de maele,11-09-1906,03 1353 5703,512816.228
5599,laetitia,hoving,29-01-1972,08 2473 9473,115472.968
5602,felicity,chuck,16-10-1919,08 4330 2198,556893.185
5603,joshua,variiia,05-04-1939,03 2474 4105,92403.771
5605,larven,webb,23-06-1865,04 1290 5408,49005.319
5606,brinley,spagnoletti,09-12-1916,03 8414 1530,89376.964
5608,grayson,manson,01-11-1911,02 6002 4347,99667.557
5609,sara,huddy,16-02-1993,02 0171 6061,155957.310
561,riley,mcgregor,04-10-1965,02 7720 6921,130251.741
5610,barkly,perin,16-03-1946,02 8239 5220,188111.166
5611,eleanora,walcb,25-06-1935,02 9894 5761,
5613,india,matthews,26-04-1965,08 3524 4298,39838.625
5615,anton,webb,29-05-1906,03 4782 3826,62009.707
5618,harley,coleman,23-04-1938,03 6836 7700,143538.444
5623,lacblan,bowerman,04-09-1992,07 0196 7803,33762.834
5626,madeline,clarke,18-12-1940,08 1160 5331,151315.049
5628,hugo,curry,25-12-1909,07 9284 5981,62725.982
563,benjamin,campbell,02-10-1910,08 0448 1277,257154.930
5633,hayley,hyland,09-03-1976,07 0572 9814,87003.471
5634,kiara,white,19-06-2005,04 5230 7691,127252.127
5638,zachary,gelaty,29-06-1970,02 6793 6771,200387.173
564,hayden,bollen,04-04-1919,03 0581 4757,142376.856
5641,lachlan,reid,07-02-1947,04 5880 8221,116155.129
5642,hayden,matthews,10-10-1950,04 6773 6115,127613.908
5651,bailee,spicer,01-06-1943,04 7534 2868,34131.291
5652,kyle,clarek,29-06-2005,08 4089 4935,
5653,ruby,reid,24-11-1964,08 2533 2916,39975.616
5658,mikayla,moahrison,04-01-1929,07 0624 8039,56209.056
5659,ethan,bento,20-08-1946,04 7129 0316,114835.254
566,samvek,bIake,02-12-1997,07 1581 1071,54422.593
5665,alessandra,van langenberg,06-11-1933,03 7540 0912,155628.396
5666,elly,agius,05-10-1948,04 8993 1363,58652.784
5667,joshua,gavel,17-09-2002,04 5545 2969,70573.892
5670,magnjs,amnzon,04-01-2003,02 4761 4575,309202.444
5672,olivia,braunack,26-08-1937,02 8420 9352,93864.323
5674,zamilla,webJ>,06-03-1883,08 2753 2865,300039.768
5678,ridley,pados,01-05-1971,04 1172 8421,96668.482
5679,amalia,pa5cake,22-0r-1950,07 0839 9843,671896.659
5680,madelei17e,vanderj0len,10-12-1950,08 8123 9311,69336.552
5684,eliza,aguis,25-00-1982,08 2439 2450,
5686,catherine,noble,18-12-1988,03 4310 6635,48461.517
5688,amber,mason,30-06-1929,04 4807 4012,195196.014
5689,toby,webb,01-09-1961,07 1700 7375,147835.652
5693,alissa,vincent,01-10-1962,03 9930 1342,89399.770
5696,joshua,haren,11-04-2006,04 9948 6627,93342.192
5699,jacob,nelmes,22-08-1921,08 8562 5443,80187.221
5700,ezhan,broene,18-03-1984,02 3455 9339,
5702,gracie,paterson,11-02-1962,04 3102 5948,85222.576
5704,mia,webb,05-08-1997,08 5779 9609,62779.948
5708,makonal,mackinIay,02-12-1960,02 3053 3896,84840.518
5709,ja17e,steafq7,31-11-1820,07 8179 0906,52016.112
5715,david,spears,23-10-1911,08 8934 1421,85669.597
5716,krystin,popelier,05-03-2012,04 1068 1526,133351.467
5717,abby,iacopetta,28-09-1975,03 1287 0606,182467.491
5719,cheree,wheatley,25-01-1999,08 1708 0914,50506.936
5720,darcy,portlock,06-04-1907,03 8816 8833,78981.014
5721,dafid,loiiiman,10-08-2905,04 8185 1033,61085.388
5723,melissa,clarke,16-04-1910,02 2776 3672,127748.809
5725,izaac,pignaIosa,06-1w-1976,03 6027 8864,
5726,rhys,klark,19-05-2938,02 9220 9635,118197.119
5728,giaan,webb,01-03-1918,02 5899 8566,59276.986
5733,annabdlole,chandler,25-93-1944,08 0509 8020,71966.365
5738,pakita,nguyen,03-04-1988,04 7167 8418,50054.193
5741,maconal,hite,11-08-1903,04 4995 4950,85188.582
5745,jinn'l,pascoe,,07 8896 3721,113091.695
5746,grace,varcoe,13-01-1909,08 9879 7177,78022.227
5748,bayley,gold,29-09-1990,03 9130 8496,71922.569
5749,alana,koppan,03-01-1938,04 6455 6239,55934.304
5759,william,campbell,03-01-1977,04 9517 9441,223951.270
5761,keelin,hogfman,03-01-1935,03 9317 4898,175699.700
5766,stefanie,nic0ll,09-10-1981,04 6968 7579,85127.863
5767,knsteri,grierson,30-02-1999,04 1025 3734,64782.556
5770,matthew,snell,18-11-1930,02 8560 3328,100729.375
5774,luke,giniotis,30-11-1968,03 5268 7186,64452.585
5779,joshua,fragomeli,10-05-1956,02 4991 3614,53283.010
5782,olivia,kelley,05-06-1957,08 8971 9687,51591.969
5785,jakk,robz0n,03-12-2004,04 5003 1787,86025.513
5786,emiily,anwyl,28-07-1940,07 1519 0269,146939.134
5791,grace,white,29-07-1943,04 8774 8046,112896.819
5797,chelsie,pasl<oe,27-94-1961,07 3258 0892,62334.690
5800,liam,talladira,10-07-1900,02 0321 2641,128428.720
5803,elen'l,boyle,07-04-1910,,79252.639
5805,cather817e,rawlirngs,,04 0179 5586,58846.630
5806,joshua,webb,07-03-1983,03 0508 3851,1700371.023
581,lyam,ebll,14-03-1904,08 6994 4905,187757.681
5813,jessica,colquhoun,23-10-1959,07 5179 9910,118068.592
5814,alexaider,rivss,11-07-1941,03 5486 2834,90804.968
5817,loren,gresn,05-08-1953,02 0596 5129,67837.255
5823,luke,golder,12-10-1975,04 1910 2957,105532.965
5827,nellie,pikusa,18-04-1983,03 4317 5281,64058.633
5828,amber,white,22-05-1939,02 0557 2433,1341249.719
583,adela,joraslafsky,12-12-2012,03 3634 9024,527236.762
5833,ned,reif,06-20-1956,08 5510 5369,117275.089
5834,paige,matthews,24-09-1941,08 6840 3217,29007.433
5835,thomas,good,26-04-1905,02 5026 1016,315848.55r
5836,mystique,hefforc,08-09-2007,03 2275 8179,
584,hamish,mccarthy,24-02-1901,08 7318 2688,89870.640
5841,luke,collinson,04-09-1936,03 1707 5402,123701.738
5851,amy,maynrad,14-12-1982,03 4951 1451,
5852,louise,mathe,06-04-1916,08 6885 8403,129159.966
5853,montana,inall,30-08-1954,02 9966 8989,90128.565
5854,apr'll,nguyzn,22-09-1928,,195263.256
5860,tara,ribson,14-04-1980,08 8183 8805,
5861,mark,crook,21-02-1910,02 3622 1055,99212.580
5865,jessica,clarke,23-01-1950,04 2791 0534,352080.437
5869,james,stoker,21-02-1913,04 3365 5367,921126.677
588,olivet,lock,18-03-1983,04 2859 5246,22731.176
5880,emma,dion,10-06-1974,07 0330 0994,1273300.782
5881,lily,nguyem,,03 0866 3994,69764.137
5885,jasper,ryan,29-05-1027,07 8328 7994,
5889,sascha,heron,14-03-1969,02 9062 1574,95149.320
5895,daniel,crellin,11-06-1942,07 6248 8897,94084.176
5904,olivia,lombardi,07-09-1978,07 0780 6773,189031.387
5905,antony,durbridge,10-11-1926,03 5726 6211,
5909,angelina,noble,29-05-1951,04 7775 0367,282056.595
5921,max,beattie,28-11-2011,04 3434 2342,129505.880
5922,leah,trimble,15-11-1921,07 4620 8108,122458.086
5925,epony,paJlot,,08 7647 3036,95787.105
5926,lucy,pulford,26-12-2000,08 0071 4433,23449.966
593,braiden,kammerrnan,08-02-1958,07 7513 2676,209347.2t9
5930,monique,rankine,08-08-1980,02 1693 7326,61807.789
5932,teaha,reid,03-01-1976,04 3461 5184,39979.068
5937,oscar,jolly,18-11-2001,04 0891 0421,330184.939
5940,sebastian,leslie,23-09-1934,04 4742 6233,73496.755
5948,ktayden,wesleu-smith,27-08-1091,02 2571 3932,58020.015
5949,finn,andretzke,22-06-2007,02 7436 0887,183534.348
595,joxhua,wh:te,31-02-1996,08 5388 1518,120918.690
5950,joel,myles,12-12-1961,08 9907 1299,506800.489
5960,joshua,peady,11-04-1972,04 6717 0321,86645.859
5973,jai,brookes-inglis,25-01-1995,04 0986 4567,147525.385
5974,patirck,statton,08-08-1092,03 0859 7416,45099.030
5975,lara,browne,06-02-1928,02 8585 9281,56052.987
5978,tyler,wilkins,31-11-2008,07 1810 8356,76363.173
5979,lillian,paterson,11-08-3005,04 2377 6q65,54669.r16
598,oliver,hope,24-03-1933,08 3514 5512,76662.211
5982,karli,kinane,30-05-1979,07 7076 9456,65591.934
5985,fergus,marson,02-05-1968,04 3108 8999,1334298.037
5986,michael,shrowder,13-05-1988,03 4045 9464,524957.583
5995,heather,librandi,26-01-1977,03 3854 0463,138799.957
5997,erim,claxke,19-11-1946,07 1228 4562,55267.075
5998,trent,pulford,12-06-1944,03 5224 7603,52055.106
5999,lil6,leybouahn,12-93-1937,07 1777 7276,82611.754
600,riley,pascoe,24-05-1978,08 4428 4226,53716.499
6001,lyam,bisho,01-01-1990,04 9970 8340,353305.653
6003,willow,cowell,23-01-1945,04 2737 9009,221666.977
6004,tya,mason,11-12-1890,08 8778 9978,125343.406
6005,bradley,matthews,17-10-1902,02 2187 8826,63448.552
6008,sophie,greenn,16-04-1963,07 1254 1872,
6010,allegra,berry,17-11-1952,03 2098 1545,77606.239
6015,lucas,mason,12-03-1935,03 3425 9547,183951.272
6017,taylor,shepherd,11-12-1940,04 6839 3631,35681.120
6020,sebastian,hoving,27-10-1916,04 2767 6054,41004.422
6023,ethan,northway,17-10-1981,08 4976 8236,146911.194
6026,jacynta,dixon,18-04-1978,03 2318 4769,1292048.486
6027,zane,dobrigna,14-01-1996,02 8593 0597,88288.883
