id,givenname,surname,dob,phone number,city
4964,stephaie,cfoleir,30-08-1982,04 8465 0236,sydney
4965,trev,hebrert,20-01-1960,04 0913 1122,sydriey
4970,stephanie,hyland,01-11-1992,02 0190 8617,melbourne
4972,taylah,nicoll,30-01-1947,04 4732 1882,sydney
4974,sophie,cure,25-08-1901,08 6602 6770,canberra
4975,alexandra,bullock,24-03-1939,07 5185 4974,melbourne
4978,matilda,white,03-09-1917,02 9167 0497,perth
4982,vwnsesa,hi,13-06-1962,04 9583 8023,pertb
4983,caitlin,galbraith,31-11-1932,02 4010 5532,brisbane
4984,lewis,shinnick,29-07-1924,03 7131 3415,sydney
4985,zac,condo,27-11-1963,02 8672 6056,melbourne
4988,cassandra,whitsitt,06-07-2002,02 9888 9522,canberra
499,liam,kelley,03-03-1938,07 1587 0825,melbourne
4991,ella,bloomfield,13-04-1949,02 0930 1942,canberra
4992,rory,mccarthy,17-05-1938,04 2290 9993,sydney
4993,nelile,hoffman,05-20-19o2,02 7262 214e,pe5th
4996,anrdew,vereer,30-09-1923,04 4814 9381,melbowrne
4999,deakin,campbell,02-09-1988,07 3128 5810,sydney
5002,hayden,manfielt,29-01-2950,,melborune
5004,jack,cerek,07-11-1958,,melbourne
5006,anari,madigan,31-05-1965,04 0077 4846,sydney
5012,alexia,reece,01-07-1999,04 3370 2420,brisbane
5013,thomas,kirasak,30-02-1964,04 3540 6524,sydney
5017,willow,ryan,12-10-1971,02 0623 0424,sydney
5020,alexia,nguyen,28-02-1925,07 8776 5042,melbourne
5021,sonah,ried,30-07-2008,07 3189 2569,sydney
5026,imogen,woolger,08-11-1952,02 1441 8554,brisbane
503,pailey,knshjan,27-12-1997,02 7637 2343,syd17ey
5031,oscar,boxhall,11-04-1947,07 9565 2388,sydney
5032,zachary,rollins,04-08-1943,04 5483 1580,melbourne
5034,allegra,edkec9mbe,19-06-1081,08 2253 6193,
5035,ethan,kuiters,16-07-1921,03 4932 9493,melbourne
5038,madeleine,thorpe,05-10-1903,08 2327 6008,perth
5039,ate,agrt8s,,02 8250 3146,
5044,ruby,leslie,07-09-1940,04 0829 2653,perth
5045,madison,tiller,19-04-1989,08 6527 3061,melbourne
5052,stephanie,ryan,04-04-1922,08 5793 6341,melbourne
5053,ruyn,olvve,10-11-1907,,perth
5055,archie,clarke,12-01-1972,03 8110 9821,brisbane
506,lucas,shepherd,13-10-1964,08 1994 2613,sydney
5060,aike,au,22-08-1926,03 7792 8428,brisbahe
5070,noab,dallzs2,06-12-2996,04 0330 3167,sydney
5071,abbey,versteegen,11-11-1961,08 5211 7044,perth
5075,toby,bierengoim,20-08-1944,04 9980 3879,melbourne
5077,lydia,newbown,19-03-1939,07 2685 8504,sydney
5078,mathilde,stanburt,17-07-2927,03 9051 4193,sydney
5086,jakk,jfell,21-03-1868,03 3274 8372,acbbeera
5089,jaggah,premici,22-10-1934,03 2297 6036,brisbane
5093,lahclsn,stubbs,,04 4t02 1116,s6dney
5094,lygnae,hozya,07-03-1931,02 8220 3337,syd17eh
5099,kyle,orchard,14-04-1973,07 1753 5450,perth
5104,jackson,lock,11-06-1988,07 7138 8993,sydney
5105,amalya,reimers,,04 0785 6439,
5107,alex,klarke,,07 1112 8123,pertb
5108,yasmin,dixon,13-09-2010,02 8386 9269,melbourne
5117,emiily,tzouris,08-94-1974,04 1181 2960,0syd17ey
5119,jeclt,miles,28-01-1929,03 5499 4413,sydneoy
5122,liqn,secomb,28-01-1927,08 2051 8897,siydney
5125,paul,carmod6,19-12-2006,08 0780 7397,canbrera
513,mellissa,pritten,21-10-2002,07 0671 7067,mlebourne
5130,holy,longo,31-01-1979,03 40e3 5735,camberra
5131,adab,berrt,15-09-2001,07 8988 7870,melnolunrs
5136,joel,webb,03-11-1996,02 2878 0943,melbourne
5137,ryan,pracy,23-10-1927,07 4140 4039,canberra
5138,thomas,beran,21-03-1953,04 6260 3469,perth
5139,summer,blal<e,31-01-1917,07 8624 7050,sydnev
5141,isaiah,kotsl,11-11-3946,03 2845 0503,perth
5144,li9ma,holzner,09-22-1962,07 770u 2451,
5149,taylor,white,17-08-1902,02 5216 8329,melbourne
5150,lyam,byharn,02-05-1938,02 6212 0976,
5151,tayah,lowe,07-06-1901,07 2727 5200,canberra
5153,jackson,katsiavos,20-09-1974,03 1002 7546,sydney
5154,henry,abdulsubahan,06-12-1935,04 5755 8278,sydney
5157,sophie,white,30-10-1992,07 3069 0692,canberra
5160,mikhayla,vincent,22-01-2008,08 0862 9579,melbourne
5161,bail1ey,stsude,09-08-1984,03 5803 9764,
5166,kasey,vincent,03-08-1906,08 8634 2011,perth
5167,noah,feeney,05-08-2008,04 5942 5309,sydney
5168,jacog,lpiinski,02-00-1975,08 3069 2950,brisbarief
5171,alia,honeychurch,23-19-1923,07 5552 3338,pertvv
5174,shzu,painteah,05-12-2003,,mekbourne
5182,charles,sires,28-06-1920,08 5798 7255,canberra
5184,sophke,matthevvj,14-12-1o96,02 2420 8810,sydney
5185,amy,beniston,09-01-1906,04 4720 4758,brisbane
5189,chase,eglinton,15-03-1939,08 2511 3620,sydney
519,fergus,platteel,26-05-1992,02 6893 5778,sydney
5190,em:ily,westbr0ok,14-04-1904,08 1678 1355,sydney
5192,paiq,pereyra,28-p9-1948,07 8780 1092,
5196,isabella,whi6e,09-04-1823,08 3826 3279,melbourne
5204,matthew,hanna,31-11-1935,02 9992 1845,sydney
5206,nicholas,ivers,01-11-1966,07 5417 7275,perth
5207,jcaob,mulqvinei,28-02-1936,04 3911 4435,pergh
5210,eb4an,veszpeller,01-06-1941,04 6965 9981,brisbnae
5211,jaie,pe,95-02-2992,04 8888 7297,
5213,brooke,haythorpe,09-05-1934,02 7429 2124,brisbane
5215,bryd3e,hauser,28-05-1924,02 5900 1070,brizbane
5219,olievr,lavertv,19-07-1904,08 2719 6988,melbo8rne
5220,kayla,bishop,25-05-1993,04 2823 6757,melbovrne
5221,michale,nyunt,31-08-2975,02 4754 3306,perht
5222,zayten,urii8gp,03-06-1908,03 1071 7008,sdyney
5223,lydia,hope,25-02-1912,08 2892 4675,sydney
5228,jack,green,26-10-1934,03 8299 6842,melbourne
5230,cade,white,25-10-1978,08 5849 2377,brisbane
5235,abbey,ayres,27-01-1935,02 9653 4550,melbourne
5240,natasha,white,19-02-1977,07 1505 8150,sydney
5244,jake,lowe,26-09-1946,03 1213 8915,sydney
5246,alija,macgowah,07-09-1907,02 7401 6282,melbourne
5247,rosie,alderson,24-03-1999,04 0939 8618,sydney
5248,emma,frahn,16-01-1924,08 9474 5650,canberra
525,ryan,ryan,27-01-1950,03 2682 4000,sydney
5261,william,held,15-10-1930,02 8260 1379,brisbane
5264,so0hie,ranson,24-07-1981,03 3206 5479,melloovrme
5265,nicholas,ryan,14-09-1919,02 9438 4399,sydney
5268,kat'le,blackwell,08-01-1949,,pertg
5269,ella,white,28-11-1988,03 7781 5759,perth
5270,tyblah,sprn,07-08-1953,,sydney
5275,jordan,cute,14-01-1029,04 7586 5366,ysdney
5284,jinni,passmore,22-07-1977,02 0933 1035,sydney
5287,ry|ey,mercoeella,11-10-1870,08 3515 2768,melbourne
5288,alannah,rahikainen,14-04-1939,04 4080 6902,sydney
529,arnf,gree17,05-12-1994,04 2898 3499,perrh
5293,jackson,finlay,03-04-1947,08 0250 2449,brisbane
5298,molly,varcoe,23-03-1938,04 3642 6691,sydney
530,mattpew,hovvie,,08 2920 6812,svdney
5300,dyrone,klmwm,29-05-1971,,sydney
5301,erin,byres,22-12-1871,02 3204 9240,can1>erra
5302,skye,mason,12-08-1989,07 8382 3294,brisbane
5305,jamie,simmonfs,06-22-1939,08 1581 4161,melbourne
5306,thomas,degebaras,,02 5949 5121,meloburne
531,saara,white,22-04-1962,07 37t4 6279,canbsrra
5310,johsua,zhepherd,08-03-1931,03 9645 8196,canloeera
5312,yaan,hisloo,08-11-1931,04 9603 7454,perqth
5315,nicholas,dixon,29-07-1980,02 2191 7943,sydney
5316,blade,myles,21-10-1970,02 4754 7047,melbourne
5318,antonio,devin,30-06-1953,02 3307 0215,sydney
532,nicholas,ryan,24-09-1983,02 7284 3177,melbourne
5324,amy,churches,23-11-1936,04 7172 4856,melbourne
5329,peter,lowry,22-07-1907,08 4788 1879,perth
5333,eliza,nguyen,19-04-1953,03 0080 4481,brisbane
5334,daniel,soeroes,23-12-1950,08 9433 2351,melbourne
5336,mitchell,plumb,05-11-1987,07 2867 5886,sydney
5337,harry,pascao,30-05-2003,04 9700 0954,brisbane
5338,zozhva,campnel,03-22-1932,07 4745 4645,syd|7ev
5343,starah,egna,03-05-1973,04 9498 1174,melbourne
5345,vince7lt,wegnan,,08 8835 5447,perth
5349,ryan,bristw0,23-08-1976,,melbourne
5350,matthew,wiseman,20-02-1963,03 0580 6105,sydney
5351,jez5ivv,cgorlry,13-02-1989,04 2013 0171,perth
5358,kody,thorpe,24-01-1944,03 1928 6114,sydney
5360,macey,nieva,03-10-1946,03 7626 7260,sydney
5362,troy,wehr,07-09-1911,02 5706 2738,sydney
5364,ella,raylene,31-09-1992,03 4256 5956,melbourne
537,james,kouba,18-12-1901,03 6946 5265,sydney
5372,zachary,robson,21-11-1967,08 6155 7846,canberra
5376,sebastian,campbell,02-12-1953,04 4156 3456,sydney
5378,sophie,coulson,26-02-2007,03 3886 2622,melbourne
5382,b4nzamin,masom,04-07-2007,08 0988 7141,melb0urne
5383,ojewsica,neumwnn,25-06-1927,08 2100 1471,melb0urne
5384,maahleya,ahillija,27-07-1989,02 7419 8602,tperth
5387,shane,clarke,26-12-1945,04 9271 3029,sydney
539,mrianda,crihjton,25-05-1996,03 1048 6741,
5392,madison,shepherd,24-07-1933,07 4805 9131,canberra
5396,matthevv,cury,30-20-1900,02 4397 7420,brisabme
5398,ika,krisvoshev,20-12-197w,02 1420 6068,sycney
540,emiily,neville,07-07-2954,02 5855 4823,melbourne
5400,alana,callahan,09-07-1939,04 5926 2649,sydney
5404,holly,neville,12-12-1978,03 0189 2185,sydney
5409,connor,bristow,23-12-1922,03 8765 1101,sydney
5411,anta1ie,mi|ter,11-04-1996,04 5033 7247,pmerth
5414,emiily,goldswortby,,02 9862 1866,melbourne
5417,marcus,lodge,19-09-1930,02 3364 8667,brisbane
5419,amelia,bishop,17-11-1959,03 7637 6511,sydney
5420,alizsa,longhurstt,14-01-1954,,melbourne
5422,jafe,bellchambers,17-02-1980,08 5613 3726,pe4ht
5426,kyala,tro17,02-10-1936,02 2656 3664,per6h
5431,conn0r,coleua17,16-02-1967,08 9871 3832,sydne7
5433,sophie,coleman,17-08-1936,07 4653 5126,canberra
5434,andrew,white,26-12-1915,03 7410 7129,melbourne
5436,nkiki,spers,10-02-2007,07 9447 1767,
5442,nicholas,webb,18-11-1916,07 5243 6901,sydney
5443,wiley,doody,09-07-1944,02 7306 0953,preth
5449,tylah,webb,03-10-1912,04 9092 9490,sydney
5453,kyle,blake,22-07-2005,02 7216 7506,sydney
5455,aidan,godfrey,17-03-1943,04 4255 1685,melbourne
546,miller,gleissner,05-02-1962,02 1341 5479,brisbane
5465,dylwn,blake,27-06-1911,07 5616 7832,ca17bsrra
5469,oliver,green,18-11-1903,02 6955 4845,melbourne
5477,claudka,stporn,12-12-1943,02 0706 5096,sydnry
5478,noah,coleman,17-03-1978,03 7013 7617,canberra
5479,ned,koolen,24-03-1955,02 0605 5865,sydney
5482,olivia,clarke,19-03-1987,03 6023 9469,perth
5487,marcus,ting,21-08-1944,07 4115 4923,sydney
5488,cooper,durban,09-07-1942,02 9857 6613,melbourne
549,caitl8n,morrison,19-09-1973,07 8438 2415,sydemy
5490,chelsea,pascoe,24-03-1993,02 7381 7049,sydney
5494,drew,vincent,17-12-1945,04 4905 6386,sydney
5495,max,enftey,11-95-1926,08 0201 0788,brisbaje
5496,madeleine,meadows,27-05-1980,07 6388 4121,sydney
550,ayden,gilley,07-11-1987,04 7447 1835,brisbane
5500,caitlin,matthews,09-11-1941,02 6464 7385,canberra
5505,jaci,dixon,10-10-1949,,sydne
5506,joshua,mahon,17-07-1933,04 8827 0391,perth
5507,alexandra,highet,24-03-1900,07 4602 8919,sydney
551,chl0e,neville,02-08-1991,03 2868 9004,canberra
5510,melanie,nguyen,03-09-1981,04 2690 9982,sydney
5519,san,edgecombie,30-02-1952,07 6983 2496,perth
552,blayke,blackwell,,07 0578 2005,kelbourne
5520,molly,caruana,17-01-1989,08 6013 1808,sydney
5522,michael,lipscombe,14-03-1912,03 3474 0199,melbourne
5524,heath,lowe,23-12-1968,08 6153 5743,sydney
5526,adddam,smallacom1>e,12-0u-2009,08 4162 9677,sydnev
5528,lachlan,bishop,23-11-1963,08 5116 3444,melbourne
5529,phillip,brooker,09-10-1940,08 6642 3701,brisbane
5530,phillip,feenev,07-08-1925,03 9641 3289,brisnane
5531,troy,frahn,26-12-1959,07 6526 4513,brisbane
5534,oajleigh,ngryen,24-07-1007,04 9919 6235,sydney
5537,lani,campell,10-12-2007,07 2074 6163,sydmey
554,zebediah,perin,20-07-1908,07 1321 8231,canberra
5540,jacob,early,01-12-1935,08 6297 0637,melbourne
5542,jenna,matyhws,06-07-1954,02 4132 1970,
5544,anastasia,white,14-02-1904,08 3754 1148,sydney
5547,tahni,whiteawy,16-02-1964,07 4556 2267,
5549,dante,howie,10-05-1943,07 6014 6809,perth
5550,thomas,burford,08-04-19o9,02 3881 9666,
5552,ned,mazzone,19-05-1979,07 2293 0142,brisbane
5554,toii9as,ryna,09-12-1914,,brisbame
5557,amber,kligi,27-01-20r8,,canberra
5559,victoria,darke,11-09-1964,03 8719 4856,canberrs
5560,monique,petersen,02-09-1912,04 9484 2824,brisbane
5563,joshua,crouch,05-10-1965,02 8237 7141,sydney
5565,blakeston,priest,28-10-1914,07 0404 0866,sydney
5566,amber,grainger,10-11-1986,08 5393 4467,sydney
5570,ala17a,formichella,09-05-2992,03 8675 2631,
5571,maorey,hite,31-09-1991,04 2331 2008,
5572,jordan,mason,02-04-1980,07 9611 7904,melbourne
5574,aidyn,zaharogiannis,06-05-1983,03 7802 3400,perth
5579,lachlan,chorley,30-07-1967,07 8605 1539,melbourse
5583,clalim,harrington,29-08-2906,03 9360 8141,brisbmae
5584,bianca,lenzi,18-02-1970,07 3109 1990,melbourne
5589,robert,asmus,07-07-1952,07 4781 0180,sydney
5594,maddis0n,melib,21-12-1945,,melbourne
5595,georgia,nevin,24-08-1978,02 0024 4000,canberra
5601,jack,papageorgiou,18-08-1934,07 4199 2015,sydney
5603,josuha,vafma,05-03-1930,03 2474 4104,sydnsy
5605,lawuren,webb,,,sydsny
5610,barjl6,pdrin,16-03-1946,02 8239 5230,syd17eu
5611,elaenor,walch,,,
5618,harlwv,coleman,,03 5836 7700,
5620,caleb,hubner,30-09-1969,08 5767 5729,brisbane
5623,lachalcj,boweahman,,07 0296 7803,perth
5626,mateline,ckar1<e,18-12-1940,08 1160 5331,ysdney
5629,tiffany,berry,26-07-1941,04 7616 5227,sydney
5638,zachary,gelati,20-06-1970,02 6793 6771,perth
5641,lachlan,rid,,04 5890 8221,melbourne
5643,tahni,mukans,13-02-1918,08 3805 2282,sydney
5644,amy,passalacqua,17-10-1908,04 4595 1438,sydney
5646,noah,morrison,17-05-1936,04 6207 4383,perth
5649,fyynlay,moody,18-05-1945,08 2244 9514,canberra
5652,kyle,clarke,,,melbourne
5658,mikalya,morr'lsob,04-01-1929,07 0614 8049,
566,samuel,blake,02-12-1997,07 1581 1071,brisbane
5660,lucas,sherin,22-03-1929,02 9170 3602,perth
5661,rohan,burnell,30-10-1919,07 5722 7661,melbourne
5668,alexandra,alstrom,10-01-1992,07 7548 6413,sydney
5670,magnu5,manstom,04-01-2003,02 4761 4575,peqrtb
5671,mikayla,shepherdson,28-01-1913,07 7976 6773,sydney
5674,jaimr,ebb,06-03-1983,08 2753 2965,
5679,amalia,pascale,22-05-1950,07 0839 9833,perth
5680,madeleine,vatnermolen,10-22-1950,08 8112 9311,sydney
5684,eliz,agivs,25-09-1982,08 2439 3450,bris1>ane
5687,ella,webb,06-10-2011,08 4862 1277,sydney
5695,ella,montalvo,16-10-1949,04 1956 8134,perth
5697,michael,speight,28-04-1904,07 4590 4322,brisbane
5698,ava,fitzpatrick,13-07-1948,08 6917 4585,brisbane
5699,jakob,nelmes,22-09-1921,08 8562 5443,brisvabe
5707,robbie,dixon,12-07-2001,03 6702 5999,perth
5708,maconal,mackinlav,02-12-1960,02 3053 3796,brisbame
571,bianca,mccaskil,15-12-1922,08 5942 8857,perth
5711,macey,brooker,04-04-1969,07 9723 0775,brisbane
572,eliza,malpas,10-05-1907,04 4765 0508,perth
5720,darct,portlock,06-04-1907,03 8816 9833,canbrra
5721,dafis,lommwn,10-08-2005,04 8285 2933,melbourne
5725,izaac,pignalosa,06-12-1876,03 6028 8864,
5726,ry5,clarke,19-05-1939,02 9120 9635,
5733,annabelle,chandler,25-03-1943,08 0500 9020,sydney
5741,maconal,whit,11-08-2903,04 4995 4050,sydney
5745,jinni,pascoe,31-08-1935,07 8895 3721,sydney
5755,thomas,matthews,11-07-1959,04 3040 2032,canberra
5756,taylor,plumb,28-11-2004,03 4434 1890,melbourne
5761,keely,hoffjan,03-01-1935,03 9327 4898,
5762,portia,berry,20-10-1926,02 8406 6667,melbourne
5765,chelsea,green,02-10-1965,02 2489 1353,brisbane
5766,sbepanie,incoll,09-10-1981,05 696i 7479,brisbane
5767,krusten,grierson,30-01-2999,,sydeny
5772,elise,passmore,04-08-1957,03 5705 3069,sydney
5775,montanna,tolfts,08-01-1961,04 1162 3330,perth
5780,finn,garcia,13-06-1952,03 1987 8504,brisbane
5784,caitlin,tuppini,30-04-1952,03 5156 4099,melbourne
5785,ajck,ropson,03-12-2004,04 5093 1787,canl>erra
5788,zali,skliwa,21-01-1988,02 5482 4569,sydney
5789,samuel,girdler,14-08-2004,08 5971 2094,canberra
5792,ethan,jeffries,15-09-1984,08 3644 6619,perth
5796,leon,mcgregor,31-10-1972,02 4301 4172,perth
5797,chel5i,padci4,27-04-1961,07 3258 0991,sydney
5799,jessica,coleman,23-11-1989,08 9786 1155,sydney
580,benjamin,symmons,27-07-1913,03 5721 7175,canberra
5803,eleni,bolye,07-04-191p,04 8633 7197,melbouene
5805,catherine,rawligns,,04 0170 5586,brishane
5807,bronte,pastars,19-09-1979,03 1720 3798,sydney
5808,koula,vincent,08-12-1999,03 0691 4730,brisbane
581,liam,webb,14-03-1904,08 6994 4905,sydney
5810,james,burford,13-07-1991,04 7096 8133,canberra
5813,jexsikz,colkurioun,23-10-1959,07 5179 9910,
5814,aleander,rivas,11-07-1941,03 5486 2834,
5817,loren,greeri,05-08-1963,02 0597 5129,
5819,cheree,fullgrabe,31-06-2012,02 3575 1142,canberra
5820,connor,shepherd,23-10-1909,04 3000 4101,melbourne
5821,madison,paterson,25-05-1981,04 7546 6783,melbourne
5825,sarah,trevorrow,12-05-1954,03 0655 1156,melbourne
5826,jock,szwajcer,22-04-1924,03 0530 8801,brisbane
5831,sarah,reid,30-09-1978,08 2729 5217,melbourne
5833,nell,rud,06-1p-1956,08 5510 5369,sydnev
5835,thomaj,goode,26-04-2905,02 5026 1016,melbourne
5836,mystique,ehfford,08-09-2007,03 2274 8179,
5839,teagan,clarke,23-04-1958,02 5963 8694,sydney
5840,madeline,nizynski,11-08-1992,03 5871 4452,melbourne
5843,riley,nguyen,21-11-1989,07 7899 9955,melbourne
5849,joel,chappel,01-04-1966,07 9018 5087,sydney
5850,gabrielle,leong,12-03-1917,07 1345 1542,canberra
5854,april,nguyen,22-09-2927,,
5855,miller,schaller,11-12-1902,03 8703 4903,brisbane
5856,kynan,gilbertson,18-10-1955,07 8981 4528,brisbane
5860,tara,robson,14-04-1980,08 8293 8805,sydney
5864,ruby,felmingham,18-04-1922,07 2801 3066,melbourne
5865,jessica,clarke,23-02-1950,04 2791 9534,melbourne
5867,shana,pascoe,02-07-1902,08 4105 7477,perth
587,finn,stallion,12-05-1971,03 0740 5428,sydney
5870,lily,beattie,08-11-1972,03 9363 9158,canberra
5876,isabella,nou,02-02-2000,07 3530 4504,melbourne
588,oliyer,lock,,,brisbane
5880,mema,diecson,10-07-1974,07 0339 0994,melbovrne
5881,liky,nguyen,19-01-1958,03 0866 3904,
5885,jasper,ryan,29-06-2928,07 8328 7904,
5887,kyle,weltman,01-12-1966,08 6005 9156,canberra
5889,sascha,heron,13-03-1969,02 8072 1574,sycne7
5894,james,athans,18-08-1966,04 7784 7721,melbourne
5896,emiily,matthews,11-11-1933,02 2384 1644,sydney
5897,natalia,gillard,10-02-1931,03 2579 5879,canberra
5898,david,dargaville,08-03-1917,03 2795 7010,sydney
5900,kristo,minh,21-08-1971,08 4008 9399,perth
5903,noah,feil,17-01-1932,02 0212 3834,melbourne
5905,canthony,durbidge,10-11-1925,03 6726 6211,sydmey
5907,yasmin,leslie,13-11-1965,04 1953 8629,sydney
5915,amdison,wbite,03-10-1949,08 8182 1859,brisbane
5916,jake,white,04-10-1955,04 0196 6134,canberra
5917,ella,huxley,19-10-1988,03 8798 7838,melbourne
5921,max,besttie,28-1q-2011,04 3435 1342,perth
5924,marcus,pamnany,22-03-1965,03 3572 3729,sydney
5925,ebomi,pallot,22-03-1916,,
5929,jean-claude,thredgold,24-08-1957,07 2984 0466,canberra
593,braden,kamnerman,08-02-1958,,perth
5935,daniel,brus,31-12-1911,04 5392 8493,melbourne
594,abby,emerton,25-11-1984,04 5741 0523,melbourne
5943,sophie,haggett,03-01-1991,04 5826 7110,brisbane
5946,breony,gillard,08-12-1965,02 1147 5224,sydney
5947,mackenzie,buckmaster,29-06-1959,08 5548 8307,sydney
5948,kayfen,wesley-smith,27-08-1991,02 2572 3932,canberra
5949,fibn,andretz|c,22-06-2007,02 7436 0887,
595,joshua,white,31-02-1996,08 5388 1518,sydney
5955,dylan,webb,12-11-1959,07 1906 4056,sydney
5958,benjamin,roebuck,11-06-1992,08 1319 8388,melbourne
5960,joshau,pewdy,11-04-1973,04 6717 0321,sydney
5961,danny,white,09-02-1006,03 3837 6541,sydeny
5962,robert,campbell,28-12-1960,07 4284 6388,sydney
5968,patrick,peacey,15-08-1961,02 7389 1222,melbourne
5970,trevor,leleika,22-12-1997,02 9892 4539,canberra
5971,ellie,bradshaw,02-12-1936,08 1738 3285,sydney
5974,patrick,statt0b,08-08-2991,03 0959 7416,brisbanw
5979,lillian,ptaerson,,04 2377 6265,
5981,lily,mccarthy,03-10-2010,02 2203 6788,sydney
5982,karlsi,kinnarie,30-0t-1989,07 7076 9446,melbourne
5985,fergu5,marsmo,02-05-1968,04 3108 8999,melboyrne
5988,cameron,motbey,23-06-1977,07 9534 9750,canberra
5994,fyynlay,matthews,06-12-2002,02 3023 7370,brisbane
5997,erih,clar1<e,19-12-1946,07 1228 4552,brsibane
6001,liam,bishop,01-01-1990,04 9970 8340,perth
6002,kyle,reid,27-03-1995,02 2622 3264,perth
6004,tia,mason,11-11-1990,08 8778 8978,perth
6007,emiily,bacchus,03-08-1944,08 0883 6699,perth
6008,sophie,grern,16-05-1963,07 1244 1872,
601,desi,stephenson,29-07-1952,08 8893 6365,sydney
6016,sarah,pyle,21-12-1947,08 8714 9392,brisbane
602,jasper,widdowson,30-12-1940,08 5457 3524,melbourne
6023,etham,northwa6,17-10-1081,08 4976 8236,sydney
6024,layla,vincents,12-06-1932,07 0367 0612,prrbt
6025,callum,gilles,11-03-1947,02 3845 3829,sydney
6026,jacynra,dixin,18-04-1978,03 2318 4769,
603,meakan,frahn,26-04-1950,04 1222 9254,
6031,michael,hope,31-06-1981,04 8592 7072,sydney
6034,jaiden,wilkins,08-06-1994,07 9645 7259,melbourne
6037,nicholas,colasante,27-10-1980,07 5804 0154,sydney
605,lachlan,belperio,29-10-1952,02 1496 7279,melbourne
6050,lu1<e,giorgio,06-02-1952,04 2994 7467,perth
6055,bella,campbell,31-06-1988,04 3805 7500,perth
6058,bensamin,kroekr,10-12-1941,07 0954 9173,canaerra
6060,zoe,enjakovic,05-06-1975,03 6117 3034,brisbane
6068,imogen,siviour,30-04-1991,08 7241 5048,sydney
6070,joel,priest,31-08-1962,04 6361 8047,melbourne
6071,zalk,campbelk,19-07-2997,08 5797 3687,
6072,harrison,ueberall,26-04-1984,02 1894 2913,perth
6073,amelia,morrison,29-03-1956,04 5051 2622,sydney
6078,connor,yee,23-11-1927,04 8823 5493,sydney
608,geirg,ebnjamin,01-06-1947,02 5188 0982,
6080,william,van caspel,08-11-1929,07 3831 5974,canberra
6081,madison,dixon,06-06-1914,08 5479 4817,sydney
6088,peta,marlow,03-03-1935,07 7923 7262,melbourne
6098,abbey,hite,25-04-1976,02 3975 8311,
6104,angelica,harslett,20-07-1937,08 3486 6742,sydney
6105,joel,carberry,21-03-1954,03 4000 5757,brisbane
6106,courtmy,blackwell,20-11-1995,07 5498 5603,
6109,hannah,juric,12-11-1956,08 7670 4801,sydney
611,mason,reid,02-01-1907,03 1672 1687,sydney
6110,joel,reid,02-02-2003,02 9079 0923,melbourne
6113,chalrotte,jeorje,07-02-1936,08 1051 3888,sydmey
6117,louis,dixon,24-08-1958,07 6693 3763,melbourne
6122,samuel,beattie,11-12-1916,03 0263 5836,sydney
6124,trevor,solonimkl,25-10-1924,02 2899 2231,sydney
6127,laklan,anthongsy,23-03-29w9,03 3946 1394,
6130,savannah,golburn,01-11-1937,02 8675 0372,sydney
6131,leah,ryan,29-04-2000,04 0599 5342,perth
6137,jal<e,ahis,11-07-1948,08 7344 7920,sdyney
6140,paige,gibbett,31-02-2004,08 4602 5531,melbourne
6145,leo,selth,17-10-1936,07 7951 7772,sydney
6150,taylha,mcgregor,,04 4397 4661,melho8me
6161,mikhael,idxon,18-04-2007,02 1647 5539,
6165,thomas,weidenhofer,20-02-1952,04 0028 7110,melbourne
6170,kynria,kruhs,17-03-2000,02 8278 9434,brisbane
6171,mia,moyse,06-11-1915,02 8815 1688,canberra
6172,alicai,hering,,07 1351 1687,canbaerra
6183,zachariah,gilbertson,17-09-1968,03 2824 3653,melbourne
6186,came4on,callisder,20-08-1989,03 9993 5757,ertb
6188,talia,libepts,23-08-w011,04 1836 2682,sydmey
6189,jasmine,webb,28-08-1958,02 2354 7743,canberra
620,damien,clarke,08-01-1999,07 5350 2812,melbourne
6202,thomas,reinmuth,06-97-2006,04 1123 4732,
6203,jayclen,mason,08-01-1968,07 4105 0840,
6208,dylan,holgate,26-02-1968,08 3664 2177,canberra
6209,elly,versluys,23-07-1968,04 8896 4537,melbourne
621,joel,petersen,03-09-1952,02 1678 4130,sydney
6210,hetah,ryar,,04 9924 2283,canberra
6212,ethan,de michele,13-06-1991,04 0334 3921,brisbane
6213,rachel,white,18-09-1938,08 4704 1255,canberra
6216,callum,sporton,08-03-1958,04 4608 8183,sydney
6217,wlilijm,tippnis,02-08-1956,04 4448 3854,canberra
6219,harle:,grene,29-05-1967,08 8096 4760,
6222,carlin,ekzs,9y-01-2925,07 2026 5183,melbourne
6224,chelsea,cromer,04-07-1907,08 6836 9081,sydney
623,kiera,block,12-08-1976,03 1541 6237,brisbane
6230,alessamdra,eavelk,01-04-1936,,brisbane
6232,ella,etherinqton,20-08-1923,03 9454 3904,canherra
6239,wilo,webh,02-08-1913,08 3907 8260,pertb
624,amy,kang,07-06-1919,03 2450 4503,melbourne
6243,lia,stanley,,03 5290 1405,
6245,campbell,needham,07-07-1916,04 1935 9453,sydney
6247,rirley,webb,06-02-1918,07 4575 3p65,mlebourne
625,max,blunden,21-01-1961,08 0992 7228,brisbane
6253,jordan,blake,14-10-1908,04 8846 5197,sydney
6256,ella,vjrag,30-12-1939,04 889p 3093,melbournw
626,tommy,clarke,02-07-1983,02 2405 1427,melbourne
6268,harrison,kempe,06-02-1902,04 1362 2858,sydney
